group,core15,category,track,category_name,window,n_pubmed,share_kr_pct,activity_index,growth_pct_2125_vs_1620,n_dump_K,n_dump_T,world_share_permille_K,fwci_mean_K,fwci_mean_T,fwci_ge2_pct_K
연세대,Y,R,R,희귀질환,2016-2025,100,11.4155,1.0173,4.0816,2,240,0.3369,1.6243,1.3188,50.0
연세대,Y,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,1459,11.8792,1.0587,40.3624,336,627,2.3708,2.3581,1.7975,32.5373
연세대,Y,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,742,19.0403,1.6969,18.8791,290,503,4.8016,1.3543,1.4381,22.8374
연세대,Y,M3,M,암 조기발견·액체생검,2016-2025,493,17.3408,1.5454,46.5,108,79,2.8355,1.5378,1.8705,20.3704
연세대,Y,M4,M,척수손상·신경재생·BCI,2016-2025,164,10.3797,0.925,34.2857,43,218,1.9968,1.9658,1.9928,23.2558
연세대,Y,M5,M,중증 정신질환 정밀치료,2016-2025,213,8.5887,0.7654,8.8235,28,67,0.6047,4.9431,4.1936,28.5714
연세대,Y,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,120,12.3839,1.1036,345.4545,5,103,0.9921,0.3922,1.7949,0.0
연세대,Y,M7,M,항생제 내성 극복,2016-2025,470,10.7972,0.9622,-17.1206,49,165,0.952,2.1033,1.1443,22.449
연세대,Y,M8,M,생체 내 유전자치료·편집,2016-2025,304,9.1982,0.8197,21.8978,51,105,1.3573,2.5927,2.2905,41.1765
연세대,Y,M9,M,세포치료 플랫폼,2016-2025,604,11.0199,0.9821,-5.1613,102,206,1.9391,1.6028,1.5942,26.4706
연세대,Y,M10,M,장기 재생·이종장기·인공장기,2016-2025,605,11.5989,1.0337,105.5556,88,549,3.1284,3.4741,1.6329,44.8276
연세대,Y,M11,M,노쇠·노화 중재,2016-2025,497,15.5946,1.3898,142.7586,175,200,4.7054,1.7724,1.653,30.4598
성균관대,Y,R,R,희귀질환,2016-2025,84,9.589,1.1047,15.3846,1,162,0.1685,0.0,4.0641,0.0
성균관대,Y,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,1254,10.2101,1.1763,28.4153,179,400,1.263,2.3637,1.8421,27.933
성균관대,Y,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,558,14.3187,1.6496,-4.2105,123,346,2.0366,1.8231,1.4451,22.7642
성균관대,Y,M3,M,암 조기발견·액체생검,2016-2025,494,17.376,2.0018,27.6498,85,91,2.2317,2.1043,1.5113,24.7059
성균관대,Y,M4,M,척수손상·신경재생·BCI,2016-2025,95,6.0127,0.6927,96.875,29,138,1.3467,2.0454,2.5418,35.7143
성균관대,Y,M5,M,중증 정신질환 정밀치료,2016-2025,295,11.8952,1.3704,7.7465,40,65,0.8638,13.2019,1.2259,20.0
성균관대,Y,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,88,9.0815,1.0462,900.0,0,72,0.0,,3.5593,
성균관대,Y,M7,M,항생제 내성 극복,2016-2025,392,9.0053,1.0375,-9.7087,25,159,0.4857,1.6225,1.4162,20.0
성균관대,Y,M8,M,생체 내 유전자치료·편집,2016-2025,234,7.0802,0.8157,139.1304,34,70,0.9049,3.0935,1.6295,35.2941
성균관대,Y,M9,M,세포치료 플랫폼,2016-2025,575,10.4908,1.2086,31.8548,111,246,2.1101,1.9392,2.3259,26.3636
성균관대,Y,M10,M,장기 재생·이종장기·인공장기,2016-2025,468,8.9724,1.0337,78.5714,99,460,3.5195,2.2934,1.3455,36.3636
성균관대,Y,M11,M,노쇠·노화 중재,2016-2025,235,7.3737,0.8495,135.7143,54,81,1.452,1.4657,2.0536,22.6415
가톨릭대,Y,R,R,희귀질환,2016-2025,74,8.4475,1.537,17.6471,2,149,0.3369,0.0,1.4136,0.0
가톨릭대,Y,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,671,5.4633,0.994,25.9259,193,362,1.3618,1.615,1.2514,21.2435
가톨릭대,Y,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,318,8.1601,1.4847,50.3937,113,291,1.871,1.2654,1.8349,21.2389
가톨릭대,Y,M3,M,암 조기발견·액체생검,2016-2025,269,9.4618,1.7215,58.6538,67,123,1.7591,2.8371,1.5863,31.8182
가톨릭대,Y,M4,M,척수손상·신경재생·BCI,2016-2025,75,4.7468,0.8637,-7.6923,14,115,0.6501,2.0838,1.7661,14.2857
가톨릭대,Y,M5,M,중증 정신질환 정밀치료,2016-2025,227,9.1532,1.6654,-15.4472,80,121,1.7276,1.1155,0.9962,16.25
가톨릭대,Y,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,96,9.9071,1.8025,440.0,19,99,3.7698,2.3483,1.5053,47.3684
가톨릭대,Y,M7,M,항생제 내성 극복,2016-2025,194,4.4567,0.8109,13.1868,39,86,0.7577,1.4336,1.0847,20.5128
가톨릭대,Y,M8,M,생체 내 유전자치료·편집,2016-2025,110,3.3283,0.6056,68.2927,26,61,0.6919,1.7153,1.078,38.4615
가톨릭대,Y,M9,M,세포치료 플랫폼,2016-2025,491,8.9582,1.6299,11.6379,121,294,2.3002,2.0061,1.9205,32.2314
가톨릭대,Y,M10,M,장기 재생·이종장기·인공장기,2016-2025,269,5.1572,0.9383,109.1954,71,408,2.5241,2.5502,1.5281,39.4366
가톨릭대,Y,M11,M,노쇠·노화 중재,2016-2025,173,5.4283,0.9876,103.5088,60,80,1.6133,2.1618,1.78,31.6667
울산대,Y,R,R,희귀질환,2016-2025,93,10.6164,1.6876,-14.0,3,141,0.5054,2.3808,1.4495,33.3333
울산대,Y,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,809,6.5869,1.047,-5.5288,145,198,1.0231,1.9231,1.6364,25.0
울산대,Y,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,643,16.4999,2.6228,15.7718,155,393,2.5664,1.1332,1.5398,24.5161
울산대,Y,M3,M,암 조기발견·액체생검,2016-2025,309,10.8688,1.7277,37.6923,37,70,0.9714,1.8243,0.9311,16.2162
울산대,Y,M4,M,척수손상·신경재생·BCI,2016-2025,93,5.8861,0.9356,38.4615,14,71,0.6501,1.8114,1.1253,28.5714
울산대,Y,M5,M,중증 정신질환 정밀치료,2016-2025,126,5.0806,0.8076,25.0,51,45,1.1013,0.978,0.8935,19.6078
울산대,Y,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,39,4.0248,0.6398,3700.0,1,26,0.1984,0.0,1.1191,0.0
울산대,Y,M7,M,항생제 내성 극복,2016-2025,191,4.3878,0.6975,-9.0,24,114,0.4663,3.4511,1.6577,8.6957
울산대,Y,M8,M,생체 내 유전자치료·편집,2016-2025,111,3.3585,0.5339,77.5,17,48,0.4524,1.3682,1.3135,23.5294
울산대,Y,M9,M,세포치료 플랫폼,2016-2025,284,5.1815,0.8237,21.875,63,140,1.1977,1.5849,1.348,28.5714
울산대,Y,M10,M,장기 재생·이종장기·인공장기,2016-2025,144,2.7607,0.4388,18.1818,29,466,1.031,2.78,0.8656,48.2759
울산대,Y,M11,M,노쇠·노화 중재,2016-2025,335,10.5115,1.6709,131.6832,89,94,2.3931,2.0916,1.5599,38.6364
고려대,Y,R,R,희귀질환,2016-2025,62,7.0776,0.8291,0.0,2,137,0.3369,0.4243,2.7807,0.0
고려대,Y,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,1212,9.8681,1.1559,18.3784,257,424,1.8134,3.073,2.3972,35.1562
고려대,Y,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,327,8.3911,0.9829,16.5563,98,185,1.6226,2.512,1.9582,37.1134
고려대,Y,M3,M,암 조기발견·액체생검,2016-2025,229,8.0549,0.9435,41.0526,38,75,0.9977,2.0412,1.2241,26.3158
고려대,Y,M4,M,척수손상·신경재생·BCI,2016-2025,174,11.0127,1.29,32.0,68,461,3.1578,1.7434,2.0015,38.2353
고려대,Y,M5,M,중증 정신질환 정밀치료,2016-2025,482,19.4355,2.2766,-22.1402,91,80,1.9651,2.1649,1.8734,35.5556
고려대,Y,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,188,19.4014,2.2726,369.697,9,137,1.7857,1.8194,2.2844,33.3333
고려대,Y,M7,M,항생제 내성 극복,2016-2025,329,7.558,0.8853,47.3684,43,131,0.8354,1.9452,1.6367,30.9524
고려대,Y,M8,M,생체 내 유전자치료·편집,2016-2025,280,8.472,0.9924,94.7368,49,95,1.3041,3.3298,2.8724,51.0638
고려대,Y,M9,M,세포치료 플랫폼,2016-2025,478,8.721,1.0216,4.2735,68,169,1.2927,2.2759,2.1457,34.8485
고려대,Y,M10,M,장기 재생·이종장기·인공장기,2016-2025,517,9.9118,1.161,84.0659,76,455,2.7018,2.9723,1.694,54.6667
고려대,Y,M11,M,노쇠·노화 중재,2016-2025,234,7.3423,0.8601,165.625,54,107,1.452,2.2016,2.9404,35.8491
경희대,Y,R,R,희귀질환,2016-2025,30,3.4247,0.6898,0.0,0,100,0.0,,1.2296,
경희대,Y,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,990,8.0606,1.6237,2.8689,200,392,1.4112,2.2873,1.8984,32.0
경희대,Y,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,155,3.9774,0.8012,103.9216,59,53,0.9769,2.1039,1.4869,37.931
경희대,Y,M3,M,암 조기발견·액체생검,2016-2025,115,4.045,0.8148,-8.3333,15,40,0.3938,0.8248,0.8077,6.6667
경희대,Y,M4,M,척수손상·신경재생·BCI,2016-2025,97,6.1392,1.2366,25.5814,15,113,0.6966,3.1572,1.9829,46.6667
경희대,Y,M5,M,중증 정신질환 정밀치료,2016-2025,205,8.2661,1.6651,97.1014,42,51,0.907,2.84,2.6475,30.9524
경희대,Y,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,56,5.7792,1.1641,600.0,0,54,0.0,,1.2032,
경희대,Y,M7,M,항생제 내성 극복,2016-2025,169,3.8824,0.782,44.9275,21,73,0.408,0.9164,1.3435,15.0
경희대,Y,M8,M,생체 내 유전자치료·편집,2016-2025,166,5.0227,1.0117,86.2069,29,61,0.7718,1.9314,1.6856,31.0345
경희대,Y,M9,M,세포치료 플랫폼,2016-2025,215,3.9226,0.7901,17.1717,40,87,0.7604,2.7754,2.1481,20.0
경희대,Y,M10,M,장기 재생·이종장기·인공장기,2016-2025,191,3.6618,0.7376,7.6087,21,174,0.7466,2.7313,1.5987,47.619
경희대,Y,M11,M,노쇠·노화 중재,2016-2025,326,10.2291,2.0605,162.2222,181,151,4.8668,4.6206,6.0286,37.5691
전남대,Y,R,R,희귀질환,2016-2025,47,5.3653,1.4038,4.3478,0,34,0.0,,1.123,
전남대,Y,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,415,3.3789,0.8841,12.8205,75,146,0.5292,2.1599,1.5527,36.0
전남대,Y,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,148,3.7978,0.9937,46.6667,40,83,0.6623,1.1813,1.0436,23.0769
전남대,Y,M3,M,암 조기발견·액체생검,2016-2025,86,3.025,0.7915,9.7561,11,21,0.2888,0.7071,0.7904,9.0909
전남대,Y,M4,M,척수손상·신경재생·BCI,2016-2025,41,2.5949,0.679,27.7778,7,79,0.3251,3.2926,1.9335,71.4286
전남대,Y,M5,M,중증 정신질환 정밀치료,2016-2025,145,5.8468,1.5298,-6.6667,33,58,0.7126,1.7791,1.1955,19.3548
전남대,Y,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,37,3.8184,0.9991,136.3636,0,35,0.0,,1.3692,
전남대,Y,M7,M,항생제 내성 극복,2016-2025,200,4.5945,1.2022,50.0,16,82,0.3109,0.4062,1.8602,6.25
전남대,Y,M8,M,생체 내 유전자치료·편집,2016-2025,99,2.9955,0.7838,166.6667,29,81,0.7718,1.906,2.2082,46.4286
전남대,Y,M9,M,세포치료 플랫폼,2016-2025,187,3.4118,0.8927,3.2609,35,61,0.6654,3.0124,2.1915,31.4286
전남대,Y,M10,M,장기 재생·이종장기·인공장기,2016-2025,178,3.4126,0.8929,34.2105,21,179,0.7466,1.7154,1.4008,30.0
전남대,Y,M11,M,노쇠·노화 중재,2016-2025,84,2.6357,0.6896,200.0,9,37,0.242,1.8849,1.6051,44.4444
인제대,N,R,R,희귀질환,2016-2025,43,4.9087,1.8452,26.3158,1,35,0.1685,0.3079,0.547,0.0
인제대,N,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,440,3.5825,1.3467,6.5728,52,99,0.3669,1.3504,1.0,23.0769
인제대,N,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,94,2.4121,0.9067,47.3684,9,32,0.149,0.6056,0.3313,11.1111
인제대,N,M3,M,암 조기발견·액체생검,2016-2025,95,3.3415,1.2561,-17.3077,5,22,0.1313,0.1686,0.9567,0.0
인제대,N,M4,M,척수손상·신경재생·BCI,2016-2025,56,3.5443,1.3324,94.7368,5,42,0.2322,0.8031,1.1549,20.0
인제대,N,M5,M,중증 정신질환 정밀치료,2016-2025,254,10.2419,3.8501,-30.6667,52,46,1.1229,1.3706,1.4808,23.0769
인제대,N,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,13,1.3416,0.5043,450.0,2,17,0.3968,2.089,1.601,50.0
인제대,N,M7,M,항생제 내성 극복,2016-2025,179,4.1121,1.5458,48.6111,11,30,0.2137,1.8031,1.2884,27.2727
인제대,N,M8,M,생체 내 유전자치료·편집,2016-2025,26,0.7867,0.2957,0.0,1,4,0.0266,1.6287,0.7444,0.0
인제대,N,M9,M,세포치료 플랫폼,2016-2025,63,1.1494,0.4321,-34.2105,5,15,0.0951,0.4131,0.9229,0.0
인제대,N,M10,M,장기 재생·이종장기·인공장기,2016-2025,64,1.227,0.4612,-6.0606,3,40,0.1067,2.1962,0.8,33.3333
인제대,N,M11,M,노쇠·노화 중재,2016-2025,92,2.8867,1.0852,87.5,20,22,0.5378,3.2087,0.975,40.0
경북대,Y,R,R,희귀질환,2016-2025,31,3.5388,0.852,58.3333,1,107,0.1685,2.4107,0.9569,100.0
경북대,Y,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,554,4.5107,1.086,-6.2937,86,247,0.6068,1.6991,1.6386,25.5814
경북대,Y,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,106,2.72,0.6549,46.5116,35,93,0.5795,1.8125,1.3123,22.8571
경북대,Y,M3,M,암 조기발견·액체생검,2016-2025,98,3.4471,0.8299,88.2353,14,49,0.3676,3.1722,1.1326,42.8571
경북대,Y,M4,M,척수손상·신경재생·BCI,2016-2025,69,4.3671,1.0514,22.5806,20,113,0.9288,1.6216,1.678,25.0
경북대,Y,M5,M,중증 정신질환 정밀치료,2016-2025,113,4.5565,1.097,45.6522,30,42,0.6479,1.9803,1.4423,33.3333
경북대,Y,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,31,3.1992,0.7703,242.8571,1,68,0.1984,1.5125,1.4177,0.0
경북대,Y,M7,M,항생제 내성 극복,2016-2025,306,7.0296,1.6925,35.3846,58,159,1.1269,1.863,1.2868,29.8246
경북대,Y,M8,M,생체 내 유전자치료·편집,2016-2025,134,4.0545,0.9762,111.6279,30,94,0.7984,2.4279,1.1757,40.0
경북대,Y,M9,M,세포치료 플랫폼,2016-2025,213,3.8862,0.9357,17.3469,53,106,1.0075,1.4006,1.6737,26.4151
경북대,Y,M10,M,장기 재생·이종장기·인공장기,2016-2025,164,3.1442,0.757,48.4848,27,222,0.9599,1.8358,2.0628,22.2222
경북대,Y,M11,M,노쇠·노화 중재,2016-2025,65,2.0395,0.4911,341.6667,22,45,0.5915,1.4287,1.9573,31.8182
부산대,Y,R,R,희귀질환,2016-2025,58,6.621,1.6744,0.0,2,97,0.3369,0.2341,0.7465,0.0
부산대,Y,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,558,4.5432,1.149,29.6296,112,258,0.7903,1.4675,1.3837,21.6216
부산대,Y,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,119,3.0536,0.7723,12.5,31,80,0.5133,1.6253,0.9018,32.2581
부산대,Y,M3,M,암 조기발견·액체생검,2016-2025,125,4.3968,1.1119,-4.6875,23,29,0.6039,0.747,0.6906,13.0435
부산대,Y,M4,M,척수손상·신경재생·BCI,2016-2025,75,4.7468,1.2005,-21.4286,22,104,1.0216,1.188,1.3409,27.2727
부산대,Y,M5,M,중증 정신질환 정밀치료,2016-2025,70,2.8226,0.7138,69.2308,22,45,0.4751,0.373,0.6799,4.5455
부산대,Y,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,12,1.2384,0.3132,200.0,1,33,0.1984,1.439,1.3779,0.0
부산대,Y,M7,M,항생제 내성 극복,2016-2025,191,4.3878,1.1097,22.093,39,71,0.7577,0.789,1.0633,7.6923
부산대,Y,M8,M,생체 내 유전자치료·편집,2016-2025,95,2.8744,0.7269,165.3846,12,57,0.3194,3.2177,1.6524,33.3333
부산대,Y,M9,M,세포치료 플랫폼,2016-2025,240,4.3788,1.1074,8.6957,49,108,0.9315,1.4767,1.3265,25.0
부산대,Y,M10,M,장기 재생·이종장기·인공장기,2016-2025,247,4.7354,1.1976,77.5281,39,263,1.3865,2.6674,1.3697,44.7368
부산대,Y,M11,M,노쇠·노화 중재,2016-2025,127,3.9849,1.0078,288.4615,49,58,1.3175,1.4675,1.3765,18.3673
한양대,Y,R,R,희귀질환,2016-2025,24,2.7397,0.6678,40.0,1,34,0.1685,5.0052,0.9365,100.0
한양대,Y,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,642,5.2272,1.2742,16.8919,59,130,0.4163,2.0236,1.6822,34.4828
한양대,Y,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,180,4.6189,1.1259,14.2857,22,18,0.3643,2.1176,1.3752,36.3636
한양대,Y,M3,M,암 조기발견·액체생검,2016-2025,135,4.7485,1.1575,41.0714,5,14,0.1313,1.2912,2.6845,25.0
한양대,Y,M4,M,척수손상·신경재생·BCI,2016-2025,72,4.557,1.1108,-28.5714,34,105,1.5789,2.7779,2.1678,38.2353
한양대,Y,M5,M,중증 정신질환 정밀치료,2016-2025,181,7.2984,1.7791,44.5946,21,24,0.4535,1.4726,1.3791,38.0952
한양대,Y,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,18,1.8576,0.4528,,1,16,0.1984,0.0,0.9104,0.0
한양대,Y,M7,M,항생제 내성 극복,2016-2025,166,3.8135,0.9296,59.375,29,48,0.5634,1.5964,1.4518,21.4286
한양대,Y,M8,M,생체 내 유전자치료·편집,2016-2025,320,9.6823,2.3602,23.7762,40,61,1.0645,3.0043,4.634,50.0
한양대,Y,M9,M,세포치료 플랫폼,2016-2025,237,4.324,1.054,-10.4,18,52,0.3422,1.3031,1.8925,11.1111
한양대,Y,M10,M,장기 재생·이종장기·인공장기,2016-2025,232,4.4479,1.0842,10.9091,48,134,1.7064,0.9203,1.6599,17.0213
한양대,Y,M11,M,노쇠·노화 중재,2016-2025,106,3.326,0.8107,141.9355,27,28,0.726,1.1926,2.3207,22.2222
순천향대,N,R,R,희귀질환,2016-2025,32,3.653,1.5941,120.0,0,38,0.0,,0.4885,
순천향대,N,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,469,3.8186,1.6663,56.2842,65,121,0.4586,2.881,2.4611,25.0
순천향대,N,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,113,2.8997,1.2653,-1.7544,7,40,0.1159,1.7036,1.5527,28.5714
순천향대,N,M3,M,암 조기발견·액체생검,2016-2025,118,4.1505,1.8112,10.7143,3,29,0.0788,1.1678,1.267,0.0
순천향대,N,M4,M,척수손상·신경재생·BCI,2016-2025,27,1.7089,0.7457,25.0,2,40,0.0929,1.1976,1.623,0.0
순천향대,N,M5,M,중증 정신질환 정밀치료,2016-2025,101,4.0726,1.7772,24.4444,22,14,0.4751,1.2967,0.9032,22.7273
순천향대,N,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,17,1.7544,0.7656,650.0,2,18,0.3968,0.7232,0.5785,0.0
순천향대,N,M7,M,항생제 내성 극복,2016-2025,123,2.8256,1.233,8.4746,19,47,0.3691,0.6669,1.4264,5.2632
순천향대,N,M8,M,생체 내 유전자치료·편집,2016-2025,34,1.0287,0.4489,12.5,3,9,0.0798,2.8358,1.6131,33.3333
순천향대,N,M9,M,세포치료 플랫폼,2016-2025,163,2.9739,1.2977,-30.2083,18,29,0.3422,2.6459,1.5389,44.4444
순천향대,N,M10,M,장기 재생·이종장기·인공장기,2016-2025,105,2.013,0.8784,10.0,15,101,0.5333,1.572,1.6658,33.3333
순천향대,N,M11,M,노쇠·노화 중재,2016-2025,75,2.3533,1.0269,140.9091,15,26,0.4033,1.4969,2.0993,33.3333
아주대,N,R,R,희귀질환,2016-2025,26,2.968,1.2391,0.0,1,48,0.1685,1.9678,1.1015,0.0
아주대,N,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,366,2.98,1.2441,75.188,64,134,0.4516,1.998,1.4753,25.0
아주대,N,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,113,2.8997,1.2105,21.5686,34,64,0.563,1.1105,1.3032,17.6471
아주대,N,M3,M,암 조기발견·액체생검,2016-2025,77,2.7084,1.1307,185.0,9,12,0.2363,1.5193,1.2735,11.1111
아주대,N,M4,M,척수손상·신경재생·BCI,2016-2025,30,1.8987,0.7927,0.0,6,25,0.2786,1.6442,1.4695,16.6667
아주대,N,M5,M,중증 정신질환 정밀치료,2016-2025,40,1.6129,0.6733,163.6364,8,15,0.1728,1.3883,1.3861,12.5
아주대,N,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,17,1.7544,0.7324,,2,34,0.3968,0.2653,1.9886,0.0
아주대,N,M7,M,항생제 내성 극복,2016-2025,62,1.4243,0.5946,21.4286,8,35,0.1554,0.8219,1.7539,12.5
아주대,N,M8,M,생체 내 유전자치료·편집,2016-2025,71,2.1483,0.8968,122.7273,17,40,0.4524,1.1568,1.227,25.0
아주대,N,M9,M,세포치료 플랫폼,2016-2025,160,2.9192,1.2187,5.1282,26,53,0.4943,1.3935,1.358,19.2308
아주대,N,M10,M,장기 재생·이종장기·인공장기,2016-2025,130,2.4923,1.0405,-21.9178,16,96,0.5688,1.2117,1.293,20.0
아주대,N,M11,M,노쇠·노화 중재,2016-2025,116,3.6398,1.5195,36.7347,23,43,0.6184,2.2262,2.124,43.4783
이화여대,N,R,R,희귀질환,2016-2025,25,2.8539,0.9876,-7.6923,2,29,0.3369,4.921,1.8166,50.0
이화여대,N,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,426,3.4685,1.2003,21.875,56,140,0.3951,2.1181,2.0095,37.5
이화여대,N,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,85,2.1812,0.7548,17.9487,9,23,0.149,2.5698,1.1286,33.3333
이화여대,N,M3,M,암 조기발견·액체생검,2016-2025,93,3.2712,1.132,-2.1277,11,12,0.2888,0.3309,1.9418,0.0
이화여대,N,M4,M,척수손상·신경재생·BCI,2016-2025,22,1.3924,0.4819,75.0,4,35,0.1858,0.744,1.768,0.0
이화여대,N,M5,M,중증 정신질환 정밀치료,2016-2025,44,1.7742,0.614,0.0,2,8,0.0432,0.7614,0.2461,0.0
이화여대,N,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,46,4.7472,1.6428,183.3333,2,32,0.3968,3.5082,0.594,100.0
이화여대,N,M7,M,항생제 내성 극복,2016-2025,122,2.8027,0.9699,48.9796,13,44,0.2526,1.8403,1.1405,30.7692
이화여대,N,M8,M,생체 내 유전자치료·편집,2016-2025,51,1.5431,0.534,68.4211,2,17,0.0532,0.8197,1.639,0.0
이화여대,N,M9,M,세포치료 플랫폼,2016-2025,184,3.3571,1.1617,-4.2553,58,52,1.1026,1.3946,1.1544,17.2414
이화여대,N,M10,M,장기 재생·이종장기·인공장기,2016-2025,88,1.6871,0.5838,66.6667,9,61,0.32,1.6375,1.6073,33.3333
이화여대,N,M11,M,노쇠·노화 중재,2016-2025,79,2.4788,0.8578,159.0909,26,30,0.6991,1.4002,1.755,23.0769
중앙대,Y,R,R,희귀질환,2016-2025,33,3.7671,1.1089,-5.8824,4,24,0.6739,1.1589,1.3081,25.0
중앙대,Y,M1,M,알츠하이머·신경퇴행 질병조절,2016-2025,420,3.4196,1.0066,76.3158,34,73,0.2399,3.393,2.1678,29.4118
중앙대,Y,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2016-2025,88,2.2581,0.6647,93.3333,10,24,0.1656,4.8531,0.4078,50.0
중앙대,Y,M3,M,암 조기발견·액체생검,2016-2025,96,3.3767,0.9939,52.6316,11,7,0.2888,1.6203,1.2892,54.5455
중앙대,Y,M4,M,척수손상·신경재생·BCI,2016-2025,27,1.7089,0.503,100.0,1,28,0.0464,5.8817,1.7322,100.0
중앙대,Y,M5,M,중증 정신질환 정밀치료,2016-2025,91,3.6694,1.0801,-40.3509,8,9,0.1728,1.9767,1.0352,37.5
중앙대,Y,M6,M,팬데믹 대비 범용 백신·플랫폼,2016-2025,32,3.3024,0.9721,600.0,3,34,0.5952,1.4761,2.0705,33.3333
중앙대,Y,M7,M,항생제 내성 극복,2016-2025,212,4.8702,1.4335,61.7284,23,55,0.4469,3.156,2.5721,36.3636
중앙대,Y,M8,M,생체 내 유전자치료·편집,2016-2025,131,3.9637,1.1667,236.6667,53,82,1.4105,1.3999,1.3305,19.2308
