group,core15,category,track,category_name,window,n_pubmed,share_kr_pct,activity_index,growth_pct_2125_vs_1620,n_dump_K,n_dump_T,world_share_permille_K,fwci_mean_K,fwci_mean_T,fwci_ge2_pct_K
건국대,Y,M8,M,생체 내 유전자치료·편집,2021-2025,52,2.4809,0.9382,13.0435,14,95,0.4418,1.2019,1.4202,21.4286
건국대,Y,M9,M,세포치료 플랫폼,2021-2025,90,3.2787,1.2399,-37.5,42,78,0.9393,2.0532,1.5053,33.3333
건국대,Y,M10,M,장기 재생·이종장기·인공장기,2021-2025,118,3.9439,1.4914,-26.7081,38,122,1.556,2.6447,1.7651,42.1053
건국대,Y,M11,M,노쇠·노화 중재,2021-2025,58,2.6138,0.9884,176.1905,27,36,0.8224,1.6968,1.9911,33.3333
인하대,N,R,R,희귀질환,2021-2025,7,1.6018,0.8813,-41.6667,0,16,0.0,,0.545,
인하대,N,M1,M,알츠하이머·신경퇴행 질병조절,2021-2025,182,2.6396,1.4522,44.4444,23,35,0.1885,4.0146,3.0922,47.8261
인하대,N,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2021-2025,45,2.1408,1.1778,36.3636,11,13,0.2127,1.75,0.8613,45.4545
인하대,N,M3,M,암 조기발견·액체생검,2021-2025,21,1.2658,0.6964,5.0,7,7,0.2116,1.8511,1.3245,28.5714
인하대,N,M4,M,척수손상·신경재생·BCI,2021-2025,26,3.0806,1.6948,100.0,1,22,0.0544,0.6572,2.4801,0.0
인하대,N,M5,M,중증 정신질환 정밀치료,2021-2025,19,1.4638,0.8053,18.75,1,6,0.0257,0.0,0.2355,0.0
인하대,N,M6,M,팬데믹 대비 범용 백신·플랫폼,2021-2025,21,2.5926,1.4264,162.5,0,4,0.0,,1.1298,
인하대,N,M7,M,항생제 내성 극복,2021-2025,22,0.9013,0.4958,-29.0323,6,16,0.1348,0.837,1.1898,16.6667
인하대,N,M8,M,생체 내 유전자치료·편집,2021-2025,25,1.1927,0.6562,212.5,3,19,0.0947,1.7599,1.6495,33.3333
인하대,N,M9,M,세포치료 플랫폼,2021-2025,67,2.4408,1.3428,52.2727,13,24,0.2907,2.2537,1.9455,15.3846
인하대,N,M10,M,장기 재생·이종장기·인공장기,2021-2025,55,1.8382,1.0113,89.6552,8,50,0.3276,2.2846,1.1225,37.5
인하대,N,M11,M,노쇠·노화 중재,2021-2025,45,2.0279,1.1157,55.1724,12,24,0.3655,3.4931,1.3515,58.3333
전북대,N,R,R,희귀질환,2021-2025,16,3.6613,1.3532,-11.1111,0,18,0.0,,0.3272,
전북대,N,M1,M,알츠하이머·신경퇴행 질병조절,2021-2025,199,2.8861,1.0667,25.1572,25,60,0.2049,1.6719,1.5601,28.0
전북대,N,M2,M,난치암 근본치료(대체정의: 췌장암·교모세포종·불응성암),2021-2025,28,1.3321,0.4923,21.7391,3,15,0.058,0.6626,0.4656,0.0
전북대,N,M3,M,암 조기발견·액체생검,2021-2025,22,1.3261,0.4901,46.6667,8,3,0.2418,1.8601,0.509,37.5
전북대,N,M4,M,척수손상·신경재생·BCI,2021-2025,8,0.9479,0.3503,-46.6667,4,23,0.2177,0.6274,1.6819,0.0
전북대,N,M5,M,중증 정신질환 정밀치료,2021-2025,61,4.6995,1.7369,8.9286,14,18,0.3595,2.1627,1.5818,21.4286
전북대,N,M6,M,팬데믹 대비 범용 백신·플랫폼,2021-2025,39,4.8148,1.7795,116.6667,6,47,1.264,2.0554,1.1976,33.3333
전북대,N,M7,M,항생제 내성 극복,2021-2025,99,4.0557,1.499,45.5882,23,57,0.5168,1.4328,1.04,26.087
전북대,N,M8,M,생체 내 유전자치료·편집,2021-2025,58,2.7672,1.0227,625.0,19,56,0.5996,1.698,1.36,42.1053
전북대,N,M9,M,세포치료 플랫폼,2021-2025,56,2.0401,0.754,19.1489,10,23,0.2237,1.9937,1.3603,40.0
전북대,N,M10,M,장기 재생·이종장기·인공장기,2021-2025,97,3.242,1.1982,-20.4918,28,136,1.1465,1.4334,1.0433,28.5714
전북대,N,M11,M,노쇠·노화 중재,2021-2025,30,1.352,0.4997,400.0,8,12,0.2437,0.7077,1.7615,12.5
