category,scope,year,count
M4,아주대,2018,1
M4,아주대,2019,0
M4,아주대,2020,4
M4,아주대,2021,1
M4,아주대,2022,2
M4,아주대,2023,2
M4,아주대,2024,2
M4,아주대,2025,4
M4,이화여대,2016,1
M4,이화여대,2017,0
M4,이화여대,2018,0
M4,이화여대,2019,0
M4,이화여대,2020,1
M4,이화여대,2021,1
M4,이화여대,2022,0
M4,이화여대,2023,1
M4,이화여대,2024,1
M4,이화여대,2025,0
M4,중앙대,2016,0
M4,중앙대,2017,2
M4,중앙대,2018,2
M4,중앙대,2019,0
M4,중앙대,2020,1
M4,중앙대,2021,0
M4,중앙대,2022,1
M4,중앙대,2023,1
M4,중앙대,2024,4
M4,중앙대,2025,4
M4,충남대,2016,2
M4,충남대,2017,0
M4,충남대,2018,0
M4,충남대,2019,0
M4,충남대,2020,3
M4,충남대,2021,0
M4,충남대,2022,0
M4,충남대,2023,1
M4,충남대,2024,0
M4,충남대,2025,0
M4,가천대,2016,0
M4,가천대,2017,0
M4,가천대,2018,0
M4,가천대,2019,0
M4,가천대,2020,3
M4,가천대,2021,2
M4,가천대,2022,2
M4,가천대,2023,2
M4,가천대,2024,0
M4,가천대,2025,0
M4,한림대,2016,0
M4,한림대,2017,1
M4,한림대,2018,1
M4,한림대,2019,4
M4,한림대,2020,2
M4,한림대,2021,0
M4,한림대,2022,1
M4,한림대,2023,2
M4,한림대,2024,2
M4,한림대,2025,2
M4,건국대,2016,1
M4,건국대,2017,0
M4,건국대,2018,1
M4,건국대,2019,3
M4,건국대,2020,2
M4,건국대,2021,2
M4,건국대,2022,1
M4,건국대,2023,1
M4,건국대,2024,1
M4,건국대,2025,2
M4,인하대,2016,0
M4,인하대,2017,1
M4,인하대,2018,2
M4,인하대,2019,0
M4,인하대,2020,1
M4,인하대,2021,0
M4,인하대,2022,0
M4,인하대,2023,0
M4,인하대,2024,2
M4,인하대,2025,1
M4,전북대,2016,1
M4,전북대,2017,0
M4,전북대,2018,2
M4,전북대,2019,1
M4,전북대,2020,0
M4,전북대,2021,0
M4,전북대,2022,0
M4,전북대,2023,0
M4,전북대,2024,0
M4,전북대,2025,0
M4,KR,2016,49
M4,KR,2017,43
M4,KR,2018,50
M4,KR,2019,41
M4,KR,2020,52
M4,KR,2021,46
M4,KR,2022,48
M4,KR,2023,45
M4,KR,2024,48
M4,KR,2025,54
M4,WORLD,2016,1640
M4,WORLD,2017,1656
M4,WORLD,2018,1741
M4,WORLD,2019,1694
M4,WORLD,2020,1857
M4,WORLD,2021,2020
M4,WORLD,2022,2048
M4,WORLD,2023,2024
M4,WORLD,2024,2116
M4,WORLD,2025,2515
M5,서울대,2016,17
M5,서울대,2017,16
M5,서울대,2018,16
M5,서울대,2019,13
M5,서울대,2020,23
M5,서울대,2021,26
M5,서울대,2022,18
M5,서울대,2023,14
M5,서울대,2024,25
M5,서울대,2025,30
M5,연세대,2016,7
M5,연세대,2017,5
M5,연세대,2018,3
M5,연세대,2019,7
M5,연세대,2020,4
M5,연세대,2021,8
M5,연세대,2022,9
M5,연세대,2023,7
M5,연세대,2024,13
M5,연세대,2025,6
M5,성균관대,2016,6
M5,성균관대,2017,8
M5,성균관대,2018,8
M5,성균관대,2019,9
M5,성균관대,2020,6
M5,성균관대,2021,8
M5,성균관대,2022,13
M5,성균관대,2023,11
M5,성균관대,2024,15
M5,성균관대,2025,17
M5,가톨릭대,2016,3
M5,가톨릭대,2017,10
M5,가톨릭대,2018,9
M5,가톨릭대,2019,6
M5,가톨릭대,2020,3
M5,가톨릭대,2021,6
M5,가톨릭대,2022,5
M5,가톨릭대,2023,2
M5,가톨릭대,2024,1
M5,가톨릭대,2025,4
M5,울산대,2016,4
M5,울산대,2017,3
M5,울산대,2018,6
M5,울산대,2019,1
M5,울산대,2020,5
M5,울산대,2021,2
M5,울산대,2022,2
M5,울산대,2023,4
M5,울산대,2024,3
M5,울산대,2025,5
M5,고려대,2016,23
M5,고려대,2017,25
M5,고려대,2018,24
M5,고려대,2019,24
M5,고려대,2020,20
M5,고려대,2021,24
M5,고려대,2022,20
M5,고려대,2023,18
M5,고려대,2024,22
M5,고려대,2025,12
M5,경희대,2016,3
M5,경희대,2017,2
M5,경희대,2018,3
M5,경희대,2019,4
M5,경희대,2020,4
M5,경희대,2021,3
M5,경희대,2022,4
M5,경희대,2023,17
M5,경희대,2024,20
M5,경희대,2025,18
M5,전남대,2016,5
M5,전남대,2017,3
M5,전남대,2018,2
M5,전남대,2019,4
M5,전남대,2020,1
M5,전남대,2021,4
M5,전남대,2022,5
M5,전남대,2023,6
M5,전남대,2024,4
M5,전남대,2025,10
M5,인제대,2016,4
M5,인제대,2017,3
M5,인제대,2018,4
M5,인제대,2019,5
M5,인제대,2020,8
M5,인제대,2021,10
M5,인제대,2022,10
M5,인제대,2023,4
M5,인제대,2024,8
M5,인제대,2025,7
M5,경북대,2016,0
M5,경북대,2017,2
M5,경북대,2018,0
M5,경북대,2019,1
M5,경북대,2020,2
M5,경북대,2021,1
M5,경북대,2022,2
M5,경북대,2023,1
M5,경북대,2024,5
M5,경북대,2025,7
M5,부산대,2016,3
M5,부산대,2017,2
M5,부산대,2018,2
M5,부산대,2019,2
M5,부산대,2020,5
M5,부산대,2021,7
M5,부산대,2022,4
M5,부산대,2023,3
M5,부산대,2024,4
M5,부산대,2025,2
M5,한양대,2016,2
M5,한양대,2017,0
M5,한양대,2018,1
M5,한양대,2019,3
M5,한양대,2020,4
M5,한양대,2021,8
M5,한양대,2022,13
M5,한양대,2023,5
M5,한양대,2024,12
M5,한양대,2025,14
M5,순천향대,2016,4
M5,순천향대,2017,4
M5,순천향대,2018,7
M5,순천향대,2019,3
M5,순천향대,2020,0
M5,순천향대,2021,7
M5,순천향대,2022,5
M5,순천향대,2023,4
M5,순천향대,2024,7
M5,순천향대,2025,3
M5,아주대,2016,0
M5,아주대,2017,0
M5,아주대,2018,0
M5,아주대,2019,0
M5,아주대,2020,1
M5,아주대,2021,2
M5,아주대,2022,1
M5,아주대,2023,1
M5,아주대,2024,3
M5,아주대,2025,2
M5,이화여대,2016,1
M5,이화여대,2017,0
M5,이화여대,2018,1
M5,이화여대,2019,1
M5,이화여대,2020,3
M5,이화여대,2021,3
M5,이화여대,2022,1
M5,이화여대,2023,1
M5,이화여대,2024,1
M5,이화여대,2025,2
M5,중앙대,2016,3
M5,중앙대,2017,4
M5,중앙대,2018,4
M5,중앙대,2019,1
M5,중앙대,2020,0
M5,중앙대,2021,1
M5,중앙대,2022,3
M5,중앙대,2023,1
M5,중앙대,2024,0
M5,중앙대,2025,4
M5,충남대,2016,0
M5,충남대,2017,1
M5,충남대,2018,0
M5,충남대,2019,2
M5,충남대,2020,0
M5,충남대,2021,1
M5,충남대,2022,3
M5,충남대,2023,3
M5,충남대,2024,3
M5,충남대,2025,2
M5,가천대,2016,2
M5,가천대,2017,6
M5,가천대,2018,5
M5,가천대,2019,1
M5,가천대,2020,7
M5,가천대,2021,8
M5,가천대,2022,4
M5,가천대,2023,4
M5,가천대,2024,5
M5,가천대,2025,6
M5,한림대,2016,2
M5,한림대,2017,2
M5,한림대,2018,1
M5,한림대,2019,0
M5,한림대,2020,2
M5,한림대,2021,2
M5,한림대,2022,3
M5,한림대,2023,6
M5,한림대,2024,2
M5,한림대,2025,3
M5,건국대,2016,4
M5,건국대,2017,2
M5,건국대,2018,3
M5,건국대,2019,0
M5,건국대,2020,1
M5,건국대,2021,1
M5,건국대,2022,3
M5,건국대,2023,3
M5,건국대,2024,1
M5,건국대,2025,0
M5,인하대,2016,1
M5,인하대,2017,1
M5,인하대,2018,0
M5,인하대,2019,0
M5,인하대,2020,1
M5,인하대,2021,2
M5,인하대,2022,0
M5,인하대,2023,2
M5,인하대,2024,2
M5,인하대,2025,1
M5,전북대,2016,1
M5,전북대,2017,1
M5,전북대,2018,5
M5,전북대,2019,2
M5,전북대,2020,2
M5,전북대,2021,2
M5,전북대,2022,4
M5,전북대,2023,6
M5,전북대,2024,4
M5,전북대,2025,6
M5,KR,2016,58
M5,KR,2017,73
M5,KR,2018,77
M5,KR,2019,75
M5,KR,2020,82
M5,KR,2021,109
M5,KR,2022,92
M5,KR,2023,93
M5,KR,2024,109
M5,KR,2025,124
M5,WORLD,2016,3062
M5,WORLD,2017,2967
M5,WORLD,2018,3285
M5,WORLD,2019,3393
M5,WORLD,2020,3769
M5,WORLD,2021,4107
M5,WORLD,2022,4117
M5,WORLD,2023,4190
M5,WORLD,2024,4466
M5,WORLD,2025,5542
M6,서울대,2016,1
M6,서울대,2017,1
M6,서울대,2018,0
M6,서울대,2019,4
M6,서울대,2020,2
M6,서울대,2021,12
M6,서울대,2022,27
M6,서울대,2023,20
M6,서울대,2024,27
M6,서울대,2025,32
M6,연세대,2016,1
M6,연세대,2017,4
M6,연세대,2018,3
M6,연세대,2019,5
M6,연세대,2020,3
M6,연세대,2021,10
M6,연세대,2022,18
M6,연세대,2023,14
M6,연세대,2024,19
M6,연세대,2025,17
M6,성균관대,2016,0
M6,성균관대,2017,0
M6,성균관대,2018,0
M6,성균관대,2019,0
M6,성균관대,2020,2
M6,성균관대,2021,11
M6,성균관대,2022,16
M6,성균관대,2023,16
M6,성균관대,2024,22
M6,성균관대,2025,18
M6,가톨릭대,2016,1
M6,가톨릭대,2017,1
M6,가톨릭대,2018,0
M6,가톨릭대,2019,0
M6,가톨릭대,2020,2
M6,가톨릭대,2021,2
M6,가톨릭대,2022,12
M6,가톨릭대,2023,12
M6,가톨릭대,2024,13
M6,가톨릭대,2025,24
M6,울산대,2016,0
M6,울산대,2017,0
M6,울산대,2018,0
M6,울산대,2019,0
M6,울산대,2020,0
M6,울산대,2021,2
M6,울산대,2022,11
M6,울산대,2023,10
M6,울산대,2024,7
M6,울산대,2025,4
M6,고려대,2016,1
M6,고려대,2017,3
M6,고려대,2018,1
M6,고려대,2019,1
M6,고려대,2020,0
M6,고려대,2021,8
M6,고려대,2022,32
M6,고려대,2023,29
M6,고려대,2024,30
M6,고려대,2025,31
M6,경희대,2016,0
M6,경희대,2017,0
M6,경희대,2018,1
M6,경희대,2019,2
M6,경희대,2020,1
M6,경희대,2021,1
M6,경희대,2022,9
M6,경희대,2023,5
M6,경희대,2024,15
M6,경희대,2025,14
M6,전남대,2016,1
M6,전남대,2017,0
M6,전남대,2018,1
M6,전남대,2019,2
M6,전남대,2020,1
M6,전남대,2021,2
M6,전남대,2022,7
M6,전남대,2023,1
M6,전남대,2024,8
M6,전남대,2025,4
M6,인제대,2016,0
M6,인제대,2017,1
M6,인제대,2018,0
M6,인제대,2019,0
M6,인제대,2020,0
M6,인제대,2021,0
M6,인제대,2022,3
M6,인제대,2023,2
M6,인제대,2024,4
M6,인제대,2025,2
M6,경북대,2016,0
M6,경북대,2017,0
M6,경북대,2018,0
M6,경북대,2019,0
M6,경북대,2020,0
M6,경북대,2021,0
M6,경북대,2022,8
M6,경북대,2023,2
M6,경북대,2024,4
M6,경북대,2025,3
M6,부산대,2016,2
M6,부산대,2017,2
M6,부산대,2018,0
M6,부산대,2019,0
M6,부산대,2020,1
M6,부산대,2021,0
M6,부산대,2022,2
M6,부산대,2023,2
M6,부산대,2024,3
M6,부산대,2025,4
M6,한양대,2016,0
M6,한양대,2017,1
M6,한양대,2018,0
M6,한양대,2019,0
M6,한양대,2020,0
M6,한양대,2021,0
M6,한양대,2022,9
M6,한양대,2023,3
M6,한양대,2024,4
M6,한양대,2025,4
M6,순천향대,2016,0
M6,순천향대,2017,1
M6,순천향대,2018,0
M6,순천향대,2019,0
M6,순천향대,2020,0
M6,순천향대,2021,0
M6,순천향대,2022,2
M6,순천향대,2023,7
M6,순천향대,2024,3
M6,순천향대,2025,1
M6,아주대,2016,0
M6,아주대,2017,0
M6,아주대,2018,0
M6,아주대,2019,0
M6,아주대,2020,0
M6,아주대,2021,1
M6,아주대,2022,3
M6,아주대,2023,7
M6,아주대,2024,2
M6,아주대,2025,1
M6,이화여대,2016,3
M6,이화여대,2017,1
M6,이화여대,2018,1
M6,이화여대,2019,4
M6,이화여대,2020,1
M6,이화여대,2021,3
M6,이화여대,2022,6
M6,이화여대,2023,6
M6,이화여대,2024,8
M6,이화여대,2025,8
M6,중앙대,2016,0
M6,중앙대,2017,0
M6,중앙대,2018,0
M6,중앙대,2019,0
M6,중앙대,2020,0
M6,중앙대,2021,2
M6,중앙대,2022,4
M6,중앙대,2023,6
M6,중앙대,2024,8
M6,중앙대,2025,4
M6,충남대,2016,2
M6,충남대,2017,2
M6,충남대,2018,1
M6,충남대,2019,1
M6,충남대,2020,1
M6,충남대,2021,5
M6,충남대,2022,5
M6,충남대,2023,5
M6,충남대,2024,8
M6,충남대,2025,11
M6,가천대,2016,0
M6,가천대,2017,0
M6,가천대,2018,0
M6,가천대,2019,0
M6,가천대,2020,0
M6,가천대,2021,1
M6,가천대,2022,3
M6,가천대,2023,11
M6,가천대,2024,8
M6,가천대,2025,13
M6,한림대,2016,0
M6,한림대,2017,0
M6,한림대,2018,0
M6,한림대,2019,0
M6,한림대,2020,0
M6,한림대,2021,7
M6,한림대,2022,7
M6,한림대,2023,5
M6,한림대,2024,7
M6,한림대,2025,6
M6,건국대,2016,1
M6,건국대,2017,0
M6,건국대,2018,0
M6,건국대,2019,1
M6,건국대,2020,0
M6,건국대,2021,3
M6,건국대,2022,1
M6,건국대,2023,4
M6,건국대,2024,3
M6,건국대,2025,5
M6,인하대,2016,1
M6,인하대,2017,1
M6,인하대,2018,0
M6,인하대,2019,0
M6,인하대,2020,0
M6,인하대,2021,2
M6,인하대,2022,4
M6,인하대,2023,4
M6,인하대,2024,6
M6,인하대,2025,2
M6,전북대,2016,1
M6,전북대,2017,2
M6,전북대,2018,1
M6,전북대,2019,0
M6,전북대,2020,0
M6,전북대,2021,3
M6,전북대,2022,6
M6,전북대,2023,9
M6,전북대,2024,4
M6,전북대,2025,8
M6,KR,2016,14
M6,KR,2017,21
M6,KR,2018,11
M6,KR,2019,20
M6,KR,2020,19
M6,KR,2021,85
M6,KR,2022,175
M6,KR,2023,126
M6,KR,2024,139
M6,KR,2025,165
M6,WORLD,2016,547
M6,WORLD,2017,682
M6,WORLD,2018,672
M6,WORLD,2019,693
M6,WORLD,2020,1123
M6,WORLD,2021,3236
M6,WORLD,2022,5252
M6,WORLD,2023,4105
M6,WORLD,2024,3320
M6,WORLD,2025,3735
M7,서울대,2016,27
M7,서울대,2017,33
M7,서울대,2018,38
M7,서울대,2019,43
M7,서울대,2020,32
M7,서울대,2021,38
M7,서울대,2022,35
M7,서울대,2023,32
M7,서울대,2024,32
M7,서울대,2025,39
M7,연세대,2016,29
M7,연세대,2017,22
M7,연세대,2018,33
M7,연세대,2019,37
M7,연세대,2020,23
M7,연세대,2021,34
M7,연세대,2022,24
M7,연세대,2023,25
M7,연세대,2024,29
M7,연세대,2025,31
M7,성균관대,2016,29
M7,성균관대,2017,28
M7,성균관대,2018,38
M7,성균관대,2019,34
M7,성균관대,2020,20
M7,성균관대,2021,20
M7,성균관대,2022,15
M7,성균관대,2023,34
M7,성균관대,2024,30
M7,성균관대,2025,36
M7,가톨릭대,2016,14
M7,가톨릭대,2017,10
M7,가톨릭대,2018,18
M7,가톨릭대,2019,11
M7,가톨릭대,2020,7
M7,가톨릭대,2021,15
M7,가톨릭대,2022,9
M7,가톨릭대,2023,4
M7,가톨릭대,2024,19
M7,가톨릭대,2025,17
M7,울산대,2016,12
M7,울산대,2017,9
M7,울산대,2018,6
M7,울산대,2019,17
M7,울산대,2020,15
M7,울산대,2021,11
M7,울산대,2022,9
M7,울산대,2023,11
M7,울산대,2024,14
M7,울산대,2025,14
M7,고려대,2016,12
M7,고려대,2017,19
M7,고려대,2018,12
M7,고려대,2019,21
M7,고려대,2020,22
M7,고려대,2021,29
M7,고려대,2022,18
M7,고려대,2023,24
M7,고려대,2024,20
M7,고려대,2025,38
M7,경희대,2016,8
M7,경희대,2017,11
M7,경희대,2018,9
M7,경희대,2019,13
M7,경희대,2020,8
M7,경희대,2021,9
M7,경희대,2022,7
M7,경희대,2023,9
M7,경희대,2024,13
M7,경희대,2025,12
M7,전남대,2016,13
M7,전남대,2017,11
M7,전남대,2018,22
M7,전남대,2019,15
M7,전남대,2020,11
M7,전남대,2021,13
M7,전남대,2022,14
M7,전남대,2023,11
M7,전남대,2024,16
M7,전남대,2025,17
M7,인제대,2016,7
M7,인제대,2017,9
M7,인제대,2018,12
M7,인제대,2019,20
M7,인제대,2020,9
M7,인제대,2021,13
M7,인제대,2022,12
M7,인제대,2023,12
M7,인제대,2024,17
M7,인제대,2025,20
M7,경북대,2016,9
M7,경북대,2017,10
M7,경북대,2018,11
M7,경북대,2019,25
M7,경북대,2020,25
M7,경북대,2021,28
M7,경북대,2022,21
M7,경북대,2023,19
M7,경북대,2024,20
M7,경북대,2025,31
M7,부산대,2016,6
M7,부산대,2017,5
M7,부산대,2018,16
M7,부산대,2019,15
M7,부산대,2020,6
M7,부산대,2021,13
M7,부산대,2022,12
M7,부산대,2023,12
M7,부산대,2024,11
M7,부산대,2025,14
M7,한양대,2016,4
M7,한양대,2017,7
M7,한양대,2018,8
M7,한양대,2019,14
M7,한양대,2020,9
M7,한양대,2021,12
M7,한양대,2022,20
M7,한양대,2023,21
M7,한양대,2024,10
M7,한양대,2025,9
M7,순천향대,2016,5
M7,순천향대,2017,9
M7,순천향대,2018,8
M7,순천향대,2019,10
M7,순천향대,2020,6
M7,순천향대,2021,9
M7,순천향대,2022,10
M7,순천향대,2023,5
M7,순천향대,2024,9
M7,순천향대,2025,9
M7,아주대,2016,4
M7,아주대,2017,5
M7,아주대,2018,3
M7,아주대,2019,7
M7,아주대,2020,4
M7,아주대,2021,2
M7,아주대,2022,2
M7,아주대,2023,6
M7,아주대,2024,8
M7,아주대,2025,8
M7,이화여대,2016,7
M7,이화여대,2017,4
M7,이화여대,2018,8
M7,이화여대,2019,6
M7,이화여대,2020,7
M7,이화여대,2021,7
M7,이화여대,2022,12
M7,이화여대,2023,6
M7,이화여대,2024,7
M7,이화여대,2025,8
M7,중앙대,2016,7
M7,중앙대,2017,5
M7,중앙대,2018,10
M7,중앙대,2019,14
M7,중앙대,2020,13
M7,중앙대,2021,20
M7,중앙대,2022,16
M7,중앙대,2023,15
M7,중앙대,2024,15
M7,중앙대,2025,23
M7,충남대,2016,5
M7,충남대,2017,5
M7,충남대,2018,7
M7,충남대,2019,8
M7,충남대,2020,15
M7,충남대,2021,10
M7,충남대,2022,9
M7,충남대,2023,13
M7,충남대,2024,15
M7,충남대,2025,18
M7,가천대,2016,3
M7,가천대,2017,1
M7,가천대,2018,4
M7,가천대,2019,8
M7,가천대,2020,3
M7,가천대,2021,7
M7,가천대,2022,6
M7,가천대,2023,2
M7,가천대,2024,6
M7,가천대,2025,14
M7,한림대,2016,9
M7,한림대,2017,4
M7,한림대,2018,7
M7,한림대,2019,10
M7,한림대,2020,11
M7,한림대,2021,10
M7,한림대,2022,17
M7,한림대,2023,14
M7,한림대,2024,16
M7,한림대,2025,13
M7,건국대,2016,8
M7,건국대,2017,7
M7,건국대,2018,12
M7,건국대,2019,10
M7,건국대,2020,10
M7,건국대,2021,12
M7,건국대,2022,8
M7,건국대,2023,10
M7,건국대,2024,10
M7,건국대,2025,11
M7,인하대,2016,6
M7,인하대,2017,3
M7,인하대,2018,2
M7,인하대,2019,2
M7,인하대,2020,4
M7,인하대,2021,3
M7,인하대,2022,2
M7,인하대,2023,3
M7,인하대,2024,1
M7,인하대,2025,3
M7,전북대,2016,10
M7,전북대,2017,10
M7,전북대,2018,19
M7,전북대,2019,10
M7,전북대,2020,8
M7,전북대,2021,8
M7,전북대,2022,10
M7,전북대,2023,15
M7,전북대,2024,9
M7,전북대,2025,10
M7,KR,2016,201
M7,KR,2017,225
M7,KR,2018,237
M7,KR,2019,276
M7,KR,2020,275
M7,KR,2021,304
M7,KR,2022,282
M7,KR,2023,257
M7,KR,2024,320
M7,KR,2025,385
M7,WORLD,2016,6189
M7,WORLD,2017,6760
M7,WORLD,2018,7597
M7,WORLD,2019,8358
M7,WORLD,2020,9217
M7,WORLD,2021,9716
M7,WORLD,2022,10194
M7,WORLD,2023,9801
M7,WORLD,2024,11988
M7,WORLD,2025,14421
M8,서울대,2016,85
M8,서울대,2017,75
M8,서울대,2018,83
M8,서울대,2019,64
M8,서울대,2020,86
M8,서울대,2021,83
M8,서울대,2022,88
M8,서울대,2023,59
M8,서울대,2024,65
M8,서울대,2025,91
M8,연세대,2016,58
M8,연세대,2017,58
M8,연세대,2018,80
M8,연세대,2019,77
M8,연세대,2020,75
M8,연세대,2021,72
M8,연세대,2022,81
M8,연세대,2023,58
M8,연세대,2024,51
M8,연세대,2025,80
M8,성균관대,2016,45
M8,성균관대,2017,37
M8,성균관대,2018,41
M8,성균관대,2019,34
M8,성균관대,2020,34
M8,성균관대,2021,26
M8,성균관대,2022,35
M8,성균관대,2023,32
M8,성균관대,2024,46
M8,성균관대,2025,62
M8,가톨릭대,2016,25
M8,가톨릭대,2017,27
M8,가톨릭대,2018,20
M8,가톨릭대,2019,27
M8,가톨릭대,2020,10
M8,가톨릭대,2021,12
M8,가톨릭대,2022,18
M8,가톨릭대,2023,21
M8,가톨릭대,2024,19
M8,가톨릭대,2025,36
M8,울산대,2016,23
M8,울산대,2017,19
M8,울산대,2018,16
M8,울산대,2019,26
M8,울산대,2020,15
M8,울산대,2021,24
M8,울산대,2022,17
M8,울산대,2023,27
M8,울산대,2024,20
M8,울산대,2025,19
M8,고려대,2016,24
M8,고려대,2017,35
M8,고려대,2018,36
M8,고려대,2019,43
M8,고려대,2020,39
M8,고려대,2021,34
M8,고려대,2022,36
M8,고려대,2023,39
M8,고려대,2024,44
M8,고려대,2025,61
M8,경희대,2016,26
M8,경희대,2017,12
M8,경희대,2018,28
M8,경희대,2019,22
M8,경희대,2020,17
M8,경희대,2021,25
M8,경희대,2022,20
M8,경희대,2023,16
M8,경희대,2024,24
M8,경희대,2025,32
M8,전남대,2016,18
M8,전남대,2017,17
M8,전남대,2018,14
M8,전남대,2019,11
M8,전남대,2020,13
M8,전남대,2021,25
M8,전남대,2022,11
M8,전남대,2023,10
M8,전남대,2024,12
M8,전남대,2025,19
M8,인제대,2016,12
M8,인제대,2017,16
M8,인제대,2018,5
M8,인제대,2019,6
M8,인제대,2020,3
M8,인제대,2021,6
M8,인제대,2022,6
M8,인제대,2023,4
M8,인제대,2024,6
M8,인제대,2025,4
M8,경북대,2016,17
M8,경북대,2017,12
M8,경북대,2018,17
M8,경북대,2019,20
M8,경북대,2020,26
M8,경북대,2021,25
M8,경북대,2022,12
M8,경북대,2023,8
M8,경북대,2024,16
M8,경북대,2025,22
M8,부산대,2016,13
M8,부산대,2017,17
M8,부산대,2018,20
M8,부산대,2019,15
M8,부산대,2020,11
M8,부산대,2021,15
M8,부산대,2022,19
M8,부산대,2023,13
M8,부산대,2024,19
M8,부산대,2025,17
M8,한양대,2016,31
M8,한양대,2017,37
M8,한양대,2018,31
M8,한양대,2019,31
M8,한양대,2020,32
M8,한양대,2021,33
M8,한양대,2022,38
M8,한양대,2023,20
M8,한양대,2024,26
M8,한양대,2025,40
M8,순천향대,2016,8
M8,순천향대,2017,7
M8,순천향대,2018,12
M8,순천향대,2019,9
M8,순천향대,2020,7
M8,순천향대,2021,3
M8,순천향대,2022,6
M8,순천향대,2023,9
M8,순천향대,2024,4
M8,순천향대,2025,15
M8,아주대,2016,13
M8,아주대,2017,8
M8,아주대,2018,12
M8,아주대,2019,11
M8,아주대,2020,4
M8,아주대,2021,11
M8,아주대,2022,13
M8,아주대,2023,6
M8,아주대,2024,14
M8,아주대,2025,16
M8,이화여대,2016,24
M8,이화여대,2017,13
M8,이화여대,2018,19
M8,이화여대,2019,12
M8,이화여대,2020,14
M8,이화여대,2021,22
M8,이화여대,2022,13
M8,이화여대,2023,16
M8,이화여대,2024,14
M8,이화여대,2025,15
M8,중앙대,2016,10
M8,중앙대,2017,21
M8,중앙대,2018,11
M8,중앙대,2019,16
M8,중앙대,2020,20
M8,중앙대,2021,18
M8,중앙대,2022,13
M8,중앙대,2023,18
M8,중앙대,2024,32
M8,중앙대,2025,26
M8,충남대,2016,16
M8,충남대,2017,16
M8,충남대,2018,13
M8,충남대,2019,13
M8,충남대,2020,19
M8,충남대,2021,24
M8,충남대,2022,16
M8,충남대,2023,13
M8,충남대,2024,20
M8,충남대,2025,24
M8,가천대,2016,14
M8,가천대,2017,13
M8,가천대,2018,14
M8,가천대,2019,7
M8,가천대,2020,18
M8,가천대,2021,13
M8,가천대,2022,27
M8,가천대,2023,10
M8,가천대,2024,10
M8,가천대,2025,27
M8,한림대,2016,7
M8,한림대,2017,8
M8,한림대,2018,7
M8,한림대,2019,11
M8,한림대,2020,10
M8,한림대,2021,10
M8,한림대,2022,10
M8,한림대,2023,10
M8,한림대,2024,3
M8,한림대,2025,8
M8,건국대,2016,28
M8,건국대,2017,11
M8,건국대,2018,22
M8,건국대,2019,13
M8,건국대,2020,15
M8,건국대,2021,9
M8,건국대,2022,13
M8,건국대,2023,7
M8,건국대,2024,12
M8,건국대,2025,17
M8,인하대,2016,5
M8,인하대,2017,4
M8,인하대,2018,5
M8,인하대,2019,6
M8,인하대,2020,8
M8,인하대,2021,8
M8,인하대,2022,6
M8,인하대,2023,7
M8,인하대,2024,11
M8,인하대,2025,6
M8,전북대,2016,18
M8,전북대,2017,9
M8,전북대,2018,11
M8,전북대,2019,9
M8,전북대,2020,9
M8,전북대,2021,8
M8,전북대,2022,6
M8,전북대,2023,13
M8,전북대,2024,6
M8,전북대,2025,17
M8,KR,2016,498
M8,KR,2017,458
M8,KR,2018,478
M8,KR,2019,456
M8,KR,2020,442
M8,KR,2021,470
M8,KR,2022,480
M8,KR,2023,437
M8,KR,2024,477
M8,KR,2025,606
M8,WORLD,2016,10100
M8,WORLD,2017,10384
M8,WORLD,2018,11343
M8,WORLD,2019,11604
M8,WORLD,2020,12166
M8,WORLD,2021,12969
M8,WORLD,2022,12379
M8,WORLD,2023,12500
M8,WORLD,2024,13892
M8,WORLD,2025,17726
M9,서울대,2016,510
M9,서울대,2017,483
M9,서울대,2018,502
M9,서울대,2019,503
M9,서울대,2020,564
M9,서울대,2021,584
M9,서울대,2022,548
M9,서울대,2023,509
M9,서울대,2024,568
M9,서울대,2025,624
M9,연세대,2016,281
M9,연세대,2017,259
M9,연세대,2018,292
M9,연세대,2019,312
M9,연세대,2020,345
M9,연세대,2021,355
M9,연세대,2022,386
M9,연세대,2023,375
M9,연세대,2024,383
M9,연세대,2025,455
M9,성균관대,2016,201
M9,성균관대,2017,238
M9,성균관대,2018,224
M9,성균관대,2019,240
M9,성균관대,2020,287
M9,성균관대,2021,275
M9,성균관대,2022,293
M9,성균관대,2023,300
M9,성균관대,2024,330
M9,성균관대,2025,386
M9,가톨릭대,2016,141
M9,가톨릭대,2017,163
M9,가톨릭대,2018,180
M9,가톨릭대,2019,193
M9,가톨릭대,2020,217
M9,가톨릭대,2021,233
M9,가톨릭대,2022,173
M9,가톨릭대,2023,171
M9,가톨릭대,2024,189
M9,가톨릭대,2025,197
M9,울산대,2016,120
M9,울산대,2017,138
M9,울산대,2018,147
M9,울산대,2019,131
M9,울산대,2020,165
M9,울산대,2021,179
M9,울산대,2022,154
M9,울산대,2023,155
M9,울산대,2024,153
M9,울산대,2025,162
M9,고려대,2016,246
M9,고려대,2017,229
M9,고려대,2018,223
M9,고려대,2019,287
M9,고려대,2020,343
M9,고려대,2021,312
M9,고려대,2022,306
M9,고려대,2023,278
M9,고려대,2024,319
M9,고려대,2025,437
M9,경희대,2016,142
M9,경희대,2017,137
M9,경희대,2018,158
M9,경희대,2019,157
M9,경희대,2020,159
